Address,Name Tag, Balance, Txn Count
0x1b6c1a0e20af81b922cb454c3e52408496ee7201,LAToken 3,0.20728479 Ether,40680
0x8271b2e8cbe29396e9563229030c89679b9470db,Liqui.io 1,0.158133 Ether,390085
0x5e575279bf9f4acf0a130c186861454247394c06,Liqui.io 2,0.03297435 Ether,441522
0xedbb72e6b3cf66a792bff7faac5ea769fe810517,Liquid 1,5.7805344 Ether,70092
0xdf4b6fb700c428476bd3c02e6fa83e110741145b,Liquid 2,1.75924244 Ether,70637
0xdb2cad4f306b47c9b35541988c7656f1bb092e15,Liquid 3,0.03860268 Ether,51219
0x9cc2dce817093ceea82bb67a4cf43131fa354c06,Liquid 4,0.00782511 Ether,6495
0x243bec9256c9a3469da22103891465b47583d9f1,Livecoin.net,0 Ether,249411
0xaf1931c20ee0c11bea17a41bfbbad299b2763bc0,Luno 1,38616.79152784 Ether,2928
0x416299aade6443e6f6e8ab67126e65a7f606eef5,Luno 2,12100.46154924 Ether,1092273
0x477b8d5ef7c2c42db84deb555419cd817c336b6f,MaiCoin 1,909.88610697 Ether,565031
0xe03c23519e18d64f144d2800e30e81b0065c48b5,Mercatox,32.63870989 Ether,515225
0x3cc936b795a188f0e246cbb2d74c5bd190aecf18,Mexc.com 3,2695.69450351 Ether,2171
0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,MEXC: Mexc.com,384.39983647 Ether,2066400
0x0211f3cedbef3143223d3acf0e589747933e8527,MEXC: Mexc.com 2,4.31677577 Ether,51693
0xac338d9faac562df26d702880c796e1024e2698a,MinedTrade.com,0.01624865 Ether,2845
0xae7006588d03bd15d6954e3084a7e644596bc251,NEXBIT Pro,0 Ether,4562
0x6cc5f688a315f3dc28a7781717a9a798a59fda7b,OKEx,1036.25076464 Ether,2862182
0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,OKEx 2,0.78825628 Ether,868651
0xa7efae728d2936e78bda97dc267687568dd593f3,OKEx 3,436329.76673756 Ether,1467120
0x2c8fbb630289363ac80705a1a61273f76fd5a161,OKEx 4,7398.13206767 Ether,382
0x59fae149a8f8ec74d5bc038f8b76d25b136b9573,OKEx 5,0.0262209 Ether,29
0x98ec059dc3adfbdd63429454aeb0c990fba4a128,OKEx 6,200000.10703597 Ether,37
0x5041ed759dd4afc3a72b8192c143f72f4724081a,OKEx 7,321.9281818 Ether,1104197
0x03e3ff995863828554282e80870b489cc31dc8bc,OMGFIN Exchange,5.13809209 Ether,3099
0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,OTCBTC,168.88845162 Ether,281385
0xcacc694840ecebadd9b4c419e5b7f1d73fedf999,Panda.Exchange 1: Hot Wallet,4.92620113 Ether,896
0xb709d82f0706476457ae6bad7c3534fbf424382c,Panda.Exchange 2: Hot Wallet,0 Ether,325
0xbd8ef191caa1571e8ad4619ae894e07a75de0c35,Paribu 1,0.27297951 Ether,6553
0x2bb97b6cf6ffe53576032c11711d59bd056830ee,Paribu 2,0.18046098 Ether,129779
0xfb90501083a3b6af766c8da35d3dde01eb0d2a68,Paribu 3,2.2351916 Ether,342176
0xabc74170f3cb8ab352820c39cc1d1e05ce9e41d3,Paribu 4,0.14496043 Ether,26596
0x9acbb72cf67103a30333a32cd203459c6a9c3311,Paribu 5,197.81580361 Ether,616928
0xd4dcd2459bb78d7a645aa7e196857d421b10d93f,Peatio,2489.186321 Ether,161503
0x32be343b94f860124dc4fee278fdcbd38c102d88,Poloniex,12717.573209 Ether,2777069
0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,Poloniex 2,0 Ether,1814558
0xb794f5ea0ba39494ce839613fffba74279579268,Poloniex 3,0.32583685 Ether,485
0xa910f92acdaf488fa6ef02174fb86208ad7722ba,Poloniex 4,6777.04153352 Ether,1207193
0xaa9fa73dfe17ecaa2c89b39f0bb2779613c5fc3b,Poloniex: BAT,15.40268975 Ether,5356
0x2fa2bc2ce6a4f92952921a4caa46b3727d24a1ec,Poloniex: BNT,16.71670255 Ether,1959
0x31a2feb9b5d3b5f4e76c71d6c92fc46ebb3cb1c1,Poloniex: CVC,12.45106279 Ether,30204
0x6b71834d65c5c4d8ed158d54b47e6ea4ff4e5437,Poloniex: FOAM,8.24330201 Ether,1314
0x48d466b7c0d32b61e8a82cd2bcf060f7c3f966df,Poloniex: GNO,0.0116446 Ether,44196
0x0536806df512d6cdde913cf95c9886f65b1d3462,Poloniex: GNT,0.01136652 Ether,164350
0x8d451ae5ee8f557a9ce7a9d7be8a8cb40002d5cb,Poloniex: KNC,5.16641958 Ether,2254
0xbd2ec7c608a06fe975dbdca729e84dedb34ecc21,Poloniex: LOOM,2.91194632 Ether,2440
0xc0e30823e5e628df8bc9bf2636a347e1512f0ecb,Poloniex: MANA,4.76876463 Ether,1925
0x65f9b2e4d7aaeb40ffea8c6f5844d5ad7da257e0,Poloniex: NXC,0.0116446 Ether,26887
0x36b01066b7fa4a0fdb2968ea0256c848e9135674,Poloniex: OMG,8.18072597 Ether,48957
0xab11204cfeaccffa63c2d23aef2ea9accdb0a0d5,Poloniex: REP,0.0116446 Ether,94609
0x6795cf8eb25585eadc356ae32ac6641016c550f2,Poloniex: SNT,11.89479821 Ether,1820
0xfbf2173154f7625713be22e0504404ebfe021eae,Poloniex: STORJ,3.0179481 Ether,25586
0x6f803466bcd17f44fa18975bf7c509ba64bf3825,Poloniex: USDC,22.07853701 Ether,22098
0xead6be34ce315940264519f250d8160f369fa5cd,Poloniex: ZRX,2.1999238 Ether,83781
0xd344539efe31f8b6de983a0cab4fb721fc69c547,QuantaEx 1,0.1 Ether,1
0x5ca39c42f4dee3a5ba8fec3ad4902157d48700bf,QuantaEx 2,0.875706 Ether,2
0x2a048d9a8ffdd239f063b09854976c3049ae659c,QuantaEx 3,0.00011963 Ether,938
0xb8cf411b956b3f9013c1d0ac8c909b086218207c,Remitano 1,0.0111412 Ether,78779
0x2819c144d5946404c0516b6f817a960db37d4929,Remitano 2,2541.137559 Ether,1755276
0x120a270bbc009644e35f0bb6ab13f95b8199c4ad,ShapeShift 1,21.28576604 Ether,67303
0x9e6316f44baeeee5d41a1070516cc5fa47baf227,ShapeShift 2,0 Ether,103242
0x70faa28a6b8d6829a4b1e649d26ec9a2a39ba413,ShapeShift 3,0.00020151 Ether,2295748
0x563b377a956c80d77a7c613a9343699ad6123911,ShapeShift 4,0.0042915 Ether,375331
0xd3273eba07248020bf98a8b560ec1576a612102f,ShapeShift 5,0.00669643 Ether,363863
0x3b0bc51ab9de1e5b7b6e34e5b960285805c41736,ShapeShift 6,0.00585394 Ether,353211
0xeed16856d551569d134530ee3967ec79995e2051,ShapeShift 7,0.59245841 Ether,375806
0x324cc2c9fb379ea7a0d1c0862c3b48ca28d174a4,SouthXchange,0.06429019 Ether,18354
0x91f6d99b232153cb655ad3e0d05e13ef505f6cd5,Sparrow Exchange 1,74.94224392 Ether,1704
0xe855283086fbee485aecf2084345a91424c23954,Sparrow Exchange 2,1.14537723 Ether,1060
0x9bf25700727d10a857099d1033ce2cc493c3b61a,Streamity: StreamDesk,0.02124 Ether,3313
0xa96b536eef496e21f5432fd258b6f78cf3673f74,Switchain,0.01112747 Ether,56623
0xea3a46bd1dbd0620d80037f70d0bf7c7dc5a837c,TAGZ 1,0.06578254 Ether,8131
0xed8204345a0cf4639d2db61a4877128fe5cf7599,TAGZ 2,0.00938087 Ether,1706
0x3613ef1125a078ef96ffc898c4ec28d73c5b8c52,Tidex 1,0.01853767 Ether,125778
0x0a73573cf2903d2d8305b1ecb9e9730186a312ae,Tidex 2,0 Ether,153122
0x0068eb681ec52dbd9944517d785727310b494575,Tokocrypto,0 Ether,531
0xb2cc3cdd53fc9a1aeaf3a68edeba2736238ddc5d,TopBTC,9.81311595 Ether,28341
0x1119aaefb02bf12b84d28a5d8ea48ec3c90ef1db,Trade.io,0.66790765 Ether,17728
0x2f1233ec3a4930fd95874291db7da9e90dfb2f03,Uex,0.01233134 Ether,21741
0x390de26d772d2e2005c6d1d24afc902bae37a4bb,Upbit,17.18100835 Ether,997936
0xba826fec90cefdf6706858e5fbafcb27a290fbe0,Upbit 2,0.29321981 Ether,985744
0x5e032243d507c743b061ef021e2ec7fcc6d3ab89,Upbit 3,0.25979869 Ether,1363418
0xb436c96c6de1f50a160ed307317c275424dbe4f2,Vinex,0.00057303 Ether,3651
0x39f6a6c85d39d5abad8a398310c52e7c374f2ba3,WhiteBIT,526.92867993 Ether,1005956
0x0e5069514a3dd613350bab01b58fd850058e5ca4,Wintermute,0.06166413 Ether,31
0xefda0cb780a8564903285ed25df3cc024f3b2982,XT.com Hot Wallet,0.71343812 Ether,2618
0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3,Yobit.net,8301.17498544 Ether,2474404
0xd94c9ff168dc6aebf9b6cc86deff54f3fb0afc33,Yunbi 1,0.05966707 Ether,440618
0x42da8a05cb7ed9a43572b5ba1b8f82a0a6e263dc,Yunbi 2,0.72990862 Ether,250870
0x700f6912e5753e91ea3fae877a2374a2db1245d7,Yunbi 3,0.70965759 Ether,7960
0x60d0cc2ae15859f69bf74dadb8ae3bd58434976b,ZB.com,0.96242144 Ether,1479815
