level,chunkID,chunk_size
1,329000,1000
1,330000,1000
1,331000,1000
1,332000,1000
1,333000,1000
1,334000,1000
1,335000,1000
1,336000,1000
1,337000,1000
1,338000,1000
1,339000,1000
1,340000,1000
1,341000,1000
1,342000,1000
1,343000,1000
1,344000,1000
1,345000,1000
1,346000,1000
1,347000,1000
1,348000,1000
1,349000,1000
1,350000,1000
1,351000,1000
1,352000,1000
1,353000,1000
1,354000,1000
1,355000,1000
1,356000,1000
1,357000,1000
1,358000,1000
1,359000,1000
1,360000,1000
1,361000,1000
1,362000,1000
1,363000,1000
1,364000,1000
1,365000,1000
1,366000,1000
1,367000,1000
1,368000,1000
1,369000,1000
1,370000,1000
1,371000,1000
1,372000,1000
1,373000,1000
1,374000,1000
1,375000,1000
1,376000,1000
1,377000,1000
1,378000,1000
1,379000,1000
1,380000,1000
1,381000,1000
1,382000,1000
1,383000,1000
1,384000,1000
1,385000,1000
1,386000,1000
1,387000,1000
1,388000,1000
1,389000,1000
1,390000,1000
1,391000,1000
1,392000,1000
1,393000,1000
1,394000,1000
1,395000,1000
1,396000,1000
1,397000,1000
1,398000,1000
1,399000,1000
1,400000,1000
1,401000,1000
1,402000,1000
1,403000,1000
1,404000,1000
1,405000,1000
1,406000,1000
1,407000,1000
1,408000,1000
1,409000,1000
1,410000,1000
1,411000,1000
1,412000,1000
1,413000,1000
1,414000,1000
1,415000,1000
1,416000,1000
1,417000,1000
1,418000,1000
1,419000,1000
1,420000,1000
1,421000,1000
1,422000,1000
1,423000,1000
1,424000,1000
1,425000,1000
1,426000,1000
1,427000,1000
1,428000,1000
1,429000,1000
1,430000,1000
1,431000,1000
1,432000,1000
1,433000,1000
1,434000,1000
1,435000,1000
1,436000,1000
1,437000,1000
1,438000,1000
1,439000,1000
1,440000,1000
1,441000,1000
1,442000,1000
1,443000,1000
1,444000,1000
1,445000,1000
1,446000,1000
1,447000,1000
1,448000,1000
1,449000,1000
1,450000,1000
1,451000,1000
1,452000,1000
1,453000,1000
1,454000,1000
1,455000,1000
1,456000,1000
1,457000,1000
1,458000,1000
1,459000,1000
1,460000,1000
1,461000,1000
1,462000,1000
1,463000,1000
1,464000,1000
1,465000,1000
1,466000,1000
1,467000,1000
1,468000,1000
1,469000,1000
1,470000,1000
1,471000,1000
1,472000,1000
1,473000,1000
1,474000,1000
1,475000,1000
1,476000,1000
1,477000,1000
1,478000,1000
1,479000,1000
1,480000,1000
1,481000,1000
1,482000,1000
1,483000,1000
1,484000,1000
1,485000,1000
1,486000,1000
1,487000,1000
1,488000,1000
1,489000,1000
1,490000,1000
1,491000,1000
1,492000,1000
1,493000,1000
1,494000,1000
1,495000,1000
1,496000,1000
1,497000,1000
1,498000,1000
1,499000,1000
1,500000,1000
1,501000,1000
1,502000,1000
1,503000,1000
1,504000,1000
1,505000,1000
1,506000,1000
1,507000,1000
1,508000,1000
1,509000,1000
1,510000,1000
1,511000,1000
1,512000,1000
1,513000,1000
1,514000,1000
1,515000,1000
1,516000,1000
1,517000,1000
1,518000,1000
1,519000,1000
1,520000,1000
1,521000,1000
1,522000,1000
1,523000,1000
1,524000,1000
1,525000,1000
1,526000,1000
1,527000,1000
1,528000,1000
1,529000,1000
1,530000,1000
1,531000,1000
1,532000,1000
1,533000,1000
1,534000,1000
1,535000,1000
1,536000,1000
1,537000,1000
1,538000,1000
1,539000,1000
1,540000,1000
1,541000,1000
1,542000,1000
1,543000,1000
1,544000,1000
1,545000,1000
1,546000,1000
1,547000,1000
1,548000,1000
1,549000,1000
1,550000,1000
1,551000,1000
1,552000,1000
1,553000,1000
1,554000,1000
1,555000,1000
1,556000,1000
1,557000,1000
1,558000,1000
1,559000,1000
1,560000,1000
1,561000,1000
1,562000,1000
1,563000,1000
1,564000,1000
1,565000,1000
1,566000,1000
1,567000,1000
1,568000,1000
1,569000,1000
1,570000,1000
1,571000,1000
1,572000,1000
1,573000,1000
1,574000,1000
1,575000,1000
1,576000,1000
1,577000,1000
1,578000,1000
1,579000,1000
1,580000,1000
1,581000,1000
1,582000,1000
1,583000,1000
1,584000,1000
1,585000,1000
1,586000,1000
1,587000,1000
1,588000,1000
1,589000,1000
1,590000,1000
1,591000,1000
1,592000,1000
1,593000,1000
1,594000,1000
1,595000,1000
1,596000,1000
1,597000,1000
1,598000,1000
1,599000,1000
1,600000,1000
1,601000,1000
1,602000,1000
1,603000,1000
1,604000,1000
1,605000,1000
1,606000,1000
1,607000,1000
1,608000,1000
1,609000,1000
1,610000,1000
1,611000,1000
1,612000,1000
1,613000,1000
1,614000,1000
1,615000,1000
1,616000,1000
1,617000,1000
1,618000,1000
1,619000,1000
1,620000,1000
1,621000,1000
1,622000,1000
1,623000,1000
1,624000,1000
1,625000,1000
1,626000,1000
1,627000,1000
1,628000,1000
1,629000,1000
1,630000,1000
1,631000,1000
1,632000,1000
1,633000,1000
1,634000,1000
1,635000,1000
1,636000,1000
1,637000,1000
1,638000,1000
1,639000,1000
1,640000,1000
1,641000,1000
1,642000,1000
1,643000,1000
1,644000,1000
1,645000,1000
1,646000,1000
1,647000,1000
1,648000,1000
1,649000,1000
1,650000,1000
1,651000,1000
1,652000,1000
1,653000,1000
1,654000,1000
1,655000,1000
1,656000,1000
1,657000,1000
1,658000,1000
1,659000,1000
1,660000,1000
1,661000,1000
1,662000,1000
1,663000,1000
1,664000,1000
1,665000,1000
1,666000,1000
1,667000,1000
1,668000,1000
1,669000,1000
1,670000,1000
1,671000,1000
1,672000,1000
1,673000,1000
1,674000,1000
1,675000,1000
1,676000,1000
1,677000,1000
1,678000,1000
1,679000,1000
1,680000,1000
1,681000,1000
1,682000,1000
1,683000,1000
1,684000,1000
1,685000,1000
1,686000,1000
1,687000,1000
1,688000,1000
1,689000,1000
1,690000,1000
1,691000,1000
1,692000,1000
1,693000,1000
1,694000,1000
1,695000,1000
1,696000,1000
1,697000,1000
1,698000,1000
1,699000,1000
1,700000,1000
1,701000,1000
1,702000,1000
1,703000,1000
1,704000,1000
1,705000,1000
1,706000,1000
1,707000,1000
1,708000,1000
1,709000,1000
1,710000,1000
1,711000,1000
1,712000,1000
1,713000,1000
1,714000,1000
1,715000,1000
1,716000,1000
1,717000,1000
1,718000,1000
1,719000,1000
1,720000,1000
1,721000,1000
1,722000,1000
1,723000,1000
1,724000,1000
1,725000,1000
1,726000,1000
1,727000,1000
1,728000,1000
1,729000,1000
1,730000,1000
1,731000,1000
1,732000,1000
1,733000,1000
1,734000,1000
1,735000,1000
1,736000,1000
1,737000,1000
1,738000,1000
1,739000,1000
1,740000,1000
1,741000,1000
1,742000,1000
1,743000,1000
1,744000,1000
1,745000,1000
1,746000,1000
1,747000,1000
1,748000,1000
1,749000,1000
1,750000,1000
1,751000,1000
1,752000,1000
1,753000,1000
1,754000,1000
1,755000,1000
1,756000,1000
1,757000,1000
1,758000,1000
1,759000,1000
1,760000,1000
1,761000,1000
1,762000,1000
1,763000,1000
1,764000,1000
1,765000,1000
1,766000,1000
1,767000,1000
1,768000,1000
1,769000,1000
1,770000,1000
1,771000,1000
1,772000,1000
1,773000,1000
1,774000,1000
1,775000,1000
1,776000,1000
1,777000,1000
1,778000,1000
1,779000,1000
1,780000,1000
1,781000,1000
1,782000,1000
1,783000,1000
1,784000,1000
1,785000,1000
1,786000,1000
1,787000,1000
1,788000,1000
1,789000,1000
1,790000,1000
1,791000,1000
1,792000,1000
1,793000,1000
1,794000,1000
1,795000,1000
1,796000,1000
1,797000,1000
1,798000,1000
1,799000,1000
1,800000,1000
1,801000,1000
1,802000,1000
1,803000,1000
1,804000,1000
1,805000,1000
1,806000,1000
1,807000,1000
1,808000,1000
1,809000,1000
1,810000,1000
1,811000,1000
1,812000,1000
1,813000,1000
1,814000,1000
1,815000,1000
1,816000,1000
1,817000,1000
1,818000,1000
1,819000,1000
1,820000,1000
1,821000,1000
1,822000,1000
1,823000,1000
1,824000,1000
1,825000,1000
1,826000,1000
1,827000,1000
1,828000,1000
1,829000,1000
1,830000,1000
1,831000,1000
1,832000,1000
1,833000,1000
1,834000,1000
1,835000,1000
1,836000,1000
1,837000,1000
1,838000,1000
1,839000,1000
1,840000,1000
1,841000,1000
1,842000,1000
1,843000,1000
1,844000,1000
1,845000,1000
1,846000,1000
1,847000,1000
1,848000,1000
1,849000,1000
1,850000,1000
1,851000,1000
1,852000,1000
1,853000,1000
1,854000,1000
1,855000,1000
1,856000,1000
1,857000,1000
1,858000,1000
1,859000,1000
1,860000,1000
1,861000,1000
1,862000,1000
1,863000,1000
1,864000,1000
1,865000,1000
1,866000,1000
1,867000,1000
1,868000,1000
1,869000,1000
1,870000,1000
1,871000,1000
1,872000,1000
1,873000,1000
1,874000,1000
1,875000,1000
1,876000,1000
1,877000,1000
1,878000,1000
1,879000,1000
1,880000,1000
1,881000,1000
1,882000,1000
1,883000,1000
1,884000,1000
1,885000,1000
1,886000,1000
1,887000,1000
1,888000,1000
1,889000,1000
1,890000,1000
1,891000,1000
1,892000,1000
1,893000,1000
1,894000,1000
1,895000,1000
1,896000,1000
1,897000,1000
1,898000,1000
1,899000,1000
1,900000,1000
1,901000,1000
1,902000,1000
1,903000,1000
1,904000,1000
1,905000,1000
1,906000,1000
1,907000,1000
1,908000,1000
1,909000,1000
1,910000,1000
1,911000,1000
1,912000,1000
1,913000,1000
1,914000,1000
1,915000,1000
1,916000,1000
1,917000,1000
1,918000,1000
1,919000,1000
1,920000,1000
1,921000,1000
1,922000,1000
1,923000,1000
1,924000,1000
1,925000,1000
1,926000,1000
1,927000,1000
1,928000,1000
1,929000,1000
1,930000,1000
1,931000,1000
1,932000,1000
1,933000,1000
1,934000,1000
1,935000,1000
1,936000,1000
1,937000,1000
1,938000,1000
1,939000,1000
1,940000,1000
1,941000,1000
1,942000,1000
1,943000,1000
1,944000,1000
1,945000,1000
1,946000,1000
1,947000,1000
1,948000,1000
1,949000,1000
1,950000,1000
1,951000,1000
1,952000,1000
1,953000,1000
1,954000,1000
1,955000,1000
1,956000,1000
1,957000,1000
1,958000,1000
1,959000,1000
1,960000,1000
1,961000,1000
1,962000,1000
1,963000,1000
1,964000,1000
1,965000,1000
1,966000,1000
1,967000,1000
1,968000,1000
1,969000,1000
1,970000,1000
1,971000,1000
1,972000,1000
1,973000,1000
1,974000,1000
1,975000,1000
1,976000,1000
1,977000,1000
1,978000,1000
1,979000,1000
1,980000,1000
1,981000,1000
1,982000,1000
1,983000,1000
1,984000,1000
1,985000,1000
1,986000,1000
1,987000,1000
1,988000,1000
1,989000,1000
1,990000,1000
1,991000,1000
1,992000,1000
1,993000,1000
1,994000,1000
1,995000,1000
1,996000,1000
1,997000,1000
1,998000,1000
1,999000,1000
1,1000000,1000
1,1001000,1000
1,1002000,1000
1,1003000,1000
1,1004000,1000
1,1005000,1000
1,1006000,1000
1,1007000,1000
1,1008000,1000
1,1009000,1000
1,1010000,1000
1,1011000,1000
1,1012000,1000
1,1013000,1000
1,1014000,1000
1,1015000,1000
1,1016000,1000
1,1017000,1000
1,1018000,1000
1,1019000,1000
1,1020000,1000
1,1021000,1000
1,1022000,1000
1,1023000,1000
1,1024000,1000
1,1025000,1000
1,1026000,1000
1,1027000,1000
1,1028000,1000
1,1029000,1000
1,1030000,1000
1,1031000,1000
1,1032000,1000
1,1033000,1000
1,1034000,1000
1,1035000,1000
1,1036000,1000
1,1037000,1000
1,1038000,1000
1,1039000,1000
1,1040000,1000
1,1041000,1000
1,1042000,1000
1,1043000,1000
1,1044000,1000
1,1045000,1000
1,1046000,1000
1,1047000,1000
1,1048000,1000
1,1049000,1000
1,1050000,1000
1,1051000,1000
1,1052000,1000
1,1053000,1000
1,1054000,1000
1,1055000,1000
1,1056000,1000
1,1057000,1000
1,1058000,1000
1,1059000,1000
1,1060000,1000
1,1061000,1000
1,1062000,1000
1,1063000,1000
1,1064000,1000
1,1065000,1000
1,1066000,1000
1,1067000,1000
1,1068000,1000
1,1069000,1000
1,1070000,1000
1,1071000,1000
1,1072000,1000
1,1073000,1000
1,1074000,1000
1,1075000,1000
1,1076000,1000
1,1077000,1000
1,1078000,1000
1,1079000,1000
1,1080000,1000
1,1081000,1000
1,1082000,1000
1,1083000,1000
1,1084000,1000
1,1085000,1000
1,1086000,1000
1,1087000,1000
1,1088000,1000
1,1089000,1000
1,1090000,1000
1,1091000,1000
1,1092000,1000
1,1093000,1000
1,1094000,1000
1,1095000,1000
1,1096000,1000
1,1097000,1000
1,1098000,1000
1,1099000,1000
1,1100000,1000
1,1101000,1000
1,1102000,1000
1,1103000,1000
1,1104000,1000
1,1105000,1000
1,1106000,1000
1,1107000,1000
1,1108000,1000
1,1109000,1000
1,1110000,1000
1,1111000,1000
1,1112000,1000
1,1113000,1000
1,1114000,1000
1,1115000,1000
1,1116000,1000
1,1117000,1000
1,1118000,1000
1,1119000,1000
1,1120000,1000
1,1121000,1000
1,1122000,1000
1,1123000,1000
1,1124000,1000
1,1125000,1000
1,1126000,1000
1,1127000,1000
1,1128000,1000
1,1129000,1000
1,1130000,1000
1,1131000,1000
1,1132000,1000
1,1133000,1000
1,1134000,1000
1,1135000,1000
1,1136000,1000
1,1137000,1000
1,1138000,1000
1,1139000,1000
1,1140000,1000
1,1141000,1000
1,1142000,1000
1,1143000,1000
1,1144000,1000
1,1145000,1000
1,1146000,1000
1,1147000,1000
1,1148000,1000
1,1149000,1000
1,1150000,1000
1,1151000,1000
1,1152000,1000
1,1153000,1000
1,1154000,1000
1,1155000,1000
1,1156000,1000
1,1157000,1000
1,1158000,1000
1,1159000,1000
1,1160000,1000
1,1161000,1000
1,1162000,1000
1,1163000,1000
1,1164000,1000
1,1165000,1000
1,1166000,1000
1,1167000,1000
1,1168000,1000
1,1169000,1000
1,1170000,1000
1,1171000,1000
1,1172000,1000
1,1173000,1000
1,1174000,1000
1,1175000,1000
1,1176000,1000
1,1177000,1000
1,1178000,1000
1,1179000,1000
1,1180000,1000
1,1181000,1000
1,1182000,1000
1,1183000,1000
1,1184000,1000
1,1185000,1000
1,1186000,1000
1,1187000,1000
1,1188000,1000
1,1189000,1000
1,1190000,1000
1,1191000,1000
1,1192000,1000
1,1193000,1000
1,1194000,1000
1,1195000,1000
1,1196000,1000
1,1197000,1000
1,1198000,1000
1,1199000,1000
1,1200000,1000
1,1201000,1000
1,1202000,1000
1,1203000,1000
1,1204000,1000
1,1205000,1000
1,1206000,1000
1,1207000,1000
1,1208000,1000
1,1209000,1000
1,1210000,1000
1,1211000,1000
1,1212000,1000
1,1213000,1000
1,1214000,1000
1,1215000,1000
1,1216000,1000
1,1217000,1000
1,1218000,1000
1,1219000,1000
1,1220000,1000
1,1221000,1000
1,1222000,1000
1,1223000,1000
1,1224000,1000
1,1225000,1000
1,1226000,1000
1,1227000,1000
1,1228000,1000
1,1229000,1000
1,1230000,1000
1,1231000,1000
1,1232000,1000
1,1233000,1000
1,1234000,1000
1,1235000,1000
1,1236000,1000
1,1237000,1000
1,1238000,1000
1,1239000,1000
1,1240000,1000
1,1241000,1000
1,1242000,1000
1,1243000,1000
1,1244000,1000
1,1245000,1000
1,1246000,1000
1,1247000,1000
1,1248000,1000
1,1249000,1000
1,1250000,1000
1,1251000,1000
1,1252000,1000
1,1253000,1000
1,1254000,1000
1,1255000,1000
1,1256000,1000
1,1257000,1000
1,1258000,1000
1,1259000,1000
1,1260000,1000
1,1261000,1000
1,1262000,1000
1,1263000,1000
1,1264000,1000
1,1265000,1000
1,1266000,1000
1,1267000,1000
1,1268000,1000
1,1269000,1000
1,1270000,1000
1,1271000,1000
1,1272000,1000
1,1273000,1000
1,1274000,1000
1,1275000,1000
1,1276000,1000
1,1277000,1000
1,1278000,1000
1,1279000,1000
1,1280000,1000
1,1281000,1000
1,1282000,1000
1,1283000,1000
1,1284000,1000
1,1285000,1000
1,1286000,1000
1,1287000,1000
1,1288000,1000
1,1289000,1000
1,1290000,1000
1,1291000,1000
1,1292000,1000
1,1293000,1000
1,1294000,1000
1,1295000,1000
1,1296000,1000
1,1297000,1000
1,1298000,1000
1,1299000,1000
1,1300000,1000
1,1301000,1000
1,1302000,1000
1,1303000,1000
1,1304000,1000
1,1305000,1000
1,1306000,1000
1,1307000,1000
1,1308000,1000
1,1309000,1000
1,1310000,1000
1,1311000,1000
1,1312000,1000
1,1313000,1000
1,1314000,1000
1,1315000,1000
1,1316000,1000
1,1317000,1000
1,1318000,1000
1,1319000,1000
1,1320000,1000
1,1321000,1000
1,1322000,1000
1,1323000,1000
1,1324000,1000
1,1325000,1000
1,1326000,1000
1,1327000,1000
1,1328000,1000
1,1329000,1000
1,1330000,1000
1,1331000,1000
1,1332000,1000
1,1333000,1000
1,1334000,1000
1,1335000,1000
1,1336000,1000
1,1337000,1000
1,1338000,1000
1,1339000,1000
1,1340000,1000
1,1341000,1000
1,1342000,1000
1,1343000,1000
1,1344000,1000
1,1345000,1000
1,1346000,1000
1,1347000,1000
1,1348000,1000
1,1349000,1000
1,1350000,1000
1,1351000,1000
1,1352000,1000
1,1353000,1000
1,1354000,1000
1,1355000,1000
1,1356000,1000
1,1357000,1000
1,1358000,1000
1,1359000,1000
1,1360000,1000
1,1361000,1000
1,1362000,1000
1,1363000,1000
1,1364000,1000
1,1365000,1000
1,1366000,1000
1,1367000,1000
1,1368000,1000
1,1369000,1000
1,1370000,1000
1,1371000,1000
1,1372000,1000
1,1373000,1000
1,1374000,1000
1,1375000,1000
1,1376000,1000
1,1377000,1000
1,1378000,1000
1,1379000,1000
1,1380000,1000
1,1381000,1000
1,1382000,1000
1,1383000,1000
1,1384000,1000
1,1385000,1000
1,1386000,1000
1,1387000,1000
1,1388000,1000
1,1389000,1000
1,1390000,1000
1,1391000,1000
1,1392000,1000
1,1393000,1000
1,1394000,1000
1,1395000,1000
1,1396000,1000
1,1397000,1000
1,1398000,1000
1,1399000,1000
1,1400000,1000
1,1401000,1000
1,1402000,1000
1,1403000,1000
1,1404000,1000
1,1405000,1000
1,1406000,1000
1,1407000,1000
1,1408000,1000
1,1409000,1000
1,1410000,1000
1,1411000,1000
1,1412000,1000
1,1413000,1000
1,1414000,1000
1,1415000,1000
1,1416000,1000
1,1417000,1000
1,1418000,1000
1,1419000,1000
1,1420000,1000
1,1421000,1000
1,1422000,1000
1,1423000,1000
1,1424000,1000
1,1425000,1000
1,1426000,1000
1,1427000,1000
1,1428000,1000
1,1429000,1000
1,1430000,1000
1,1431000,1000
1,1432000,1000
1,1433000,1000
1,1434000,1000
1,1435000,1000
1,1436000,1000
1,1437000,1000
1,1438000,1000
1,1439000,1000
1,1440000,1000
1,1441000,1000
1,1442000,1000
1,1443000,1000
1,1444000,1000
1,1445000,1000
1,1446000,1000
1,1447000,1000
1,1448000,1000
1,1449000,1000
1,1450000,1000
1,1451000,1000
1,1452000,1000
1,1453000,1000
1,1454000,1000
1,1455000,1000
1,1456000,1000
1,1457000,1000
1,1458000,1000
1,1459000,1000
1,1460000,1000
1,1461000,1000
1,1462000,1000
1,1463000,1000
1,1464000,1000
1,1465000,1000
1,1466000,1000
1,1467000,1000
1,1468000,1000
1,1469000,1000
1,1470000,1000
1,1471000,1000
1,1472000,1000
1,1473000,1000
1,1474000,1000
1,1475000,1000
1,1476000,1000
1,1477000,1000
1,1478000,1000
1,1479000,1000
1,1480000,1000
1,1481000,1000
1,1482000,1000
1,1483000,1000
1,1484000,1000
1,1485000,1000
1,1486000,1000
1,1487000,1000
1,1488000,1000
1,1489000,1000
1,1490000,1000
1,1491000,1000
1,1492000,1000
1,1493000,1000
1,1494000,1000
1,1495000,1000
1,1496000,1000
1,1497000,1000
1,1498000,1000
1,1499000,1000
1,1500000,1000
1,1501000,1000
1,1502000,1000
1,1503000,1000
1,1504000,1000
1,1505000,1000
1,1506000,1000
1,1507000,1000
1,1508000,1000
1,1509000,1000
1,1510000,1000
1,1511000,1000
1,1512000,1000
1,1513000,1000
1,1514000,1000
1,1515000,1000
1,1516000,1000
1,1517000,1000
1,1518000,1000
1,1519000,1000
1,1520000,1000
1,1521000,1000
1,1522000,1000
1,1523000,1000
1,1524000,1000
1,1525000,1000
1,1526000,1000
1,1527000,1000
1,1528000,1000
1,1529000,1000
1,1530000,1000
1,1531000,1000
1,1532000,1000
1,1533000,1000
1,1534000,1000
1,1535000,1000
1,1536000,1000
1,1537000,1000
1,1538000,1000
1,1539000,1000
1,1540000,1000
1,1541000,1000
1,1542000,1000
1,1543000,1000
1,1544000,1000
1,1545000,1000
1,1546000,1000
1,1547000,1000
1,1548000,1000
1,1549000,1000
1,1550000,1000
1,1551000,1000
1,1552000,1000
1,1553000,1000
1,1554000,1000
1,1555000,1000
1,1556000,1000
1,1557000,1000
1,1558000,1000
1,1559000,1000
1,1560000,1000
1,1561000,1000
1,1562000,1000
1,1563000,1000
1,1564000,1000
1,1565000,1000
1,1566000,1000
1,1567000,1000
1,1568000,1000
1,1569000,1000
1,1570000,1000
1,1571000,1000
1,1572000,1000
1,1573000,1000
1,1574000,1000
1,1575000,1000
1,1576000,1000
1,1577000,1000
1,1578000,1000
1,1579000,1000
1,1580000,1000
1,1581000,1000
1,1582000,1000
1,1583000,1000
1,1584000,1000
1,1585000,1000
1,1586000,1000
1,1587000,1000
1,1588000,1000
1,1589000,1000
1,1590000,1000
1,1591000,1000
1,1592000,1000
1,1593000,1000
1,1594000,1000
1,1595000,1000
1,1596000,1000
1,1597000,1000
1,1598000,1000
1,1599000,1000
1,1600000,1000
1,1601000,1000
1,1602000,1000
1,1603000,1000
1,1604000,1000
1,1605000,1000
1,1606000,1000
1,1607000,1000
1,1608000,1000
1,1609000,1000
1,1610000,1000
1,1611000,1000
1,1612000,1000
1,1613000,1000
1,1614000,1000
1,1615000,1000
1,1616000,1000
1,1617000,1000
1,1618000,1000
1,1619000,1000
1,1620000,1000
1,1621000,1000
1,1622000,1000
1,1623000,1000
1,1624000,1000
1,1625000,1000
1,1626000,1000
1,1627000,1000
1,1628000,1000
1,1629000,1000
1,1630000,1000
1,1631000,1000
1,1632000,1000
1,1633000,1000
1,1634000,1000
1,1635000,1000
1,1636000,1000
1,1637000,1000
1,1638000,1000
1,1639000,1000
1,1640000,1000
1,1641000,1000
1,1642000,1000
1,1643000,1000
1,1644000,1000
1,1645000,1000
1,1646000,1000
1,1647000,1000
1,1648000,1000
1,1649000,1000
1,1650000,1000
1,1651000,1000
1,1652000,1000
1,1653000,1000
1,1654000,1000
1,1655000,1000
1,1656000,1000
1,1657000,1000
1,1658000,1000
1,1659000,1000
1,1660000,1000
1,1661000,1000
